outcome,month,mmwr_week,age_group,vaccination_status,vaccinated_with_outcome,vaccinated_population,unvaccinated_with_outcome,unvaccinated_population,crude_vax_ir,crude_unvax_ir,crude_irr,age_adj_vax_ir,age_adj_unvax_ir,age_adj_irr,monthly_age_adj_vax_ir,monthly_age_adj_unvax_ir,monthly_age_adj_irr,monthly_age_adj_mb_irr,continuity_correction
death,APR 2022,202215,5-11,vaccinated,0,3461572,1,9425277,0,0.0106097678,,,,,,,,,0
death,APR 2022,202215,5-11,vax with updated booster,,,,,,,,,,,,,,,0
death,APR 2022,202215,50-64,vaccinated,28,22123300,39,4603829.3,0.126563397,0.8471208956,6.693253468,,,,,,,,1
death,APR 2022,202215,50-64,vax with updated booster,,,39,4603829.3,,0.8471208956,,,,,,,,,1
death,APR 2022,202215,65-79,vaccinated,62,16250427.7,62,1421593.05,0.3815284197,4.361304383,11.43113896,,,,,,,,1
death,APR 2022,202215,65-79,vax with updated booster,,,62,1421593.05,,4.361304383,,,,,,,,,1
death,APR 2022,202215,80+,vaccinated,92,4587931,61,678204.1,2.005261195,8.994342559,4.485372071,,,,,,,,1
death,APR 2022,202215,80+,vax with updated booster,,,61,678204.1,,8.994342559,,,,,,,,,1
death,APR 2022,202215,all_ages,vaccinated,186,84611051.7,182,24814115,,,,0.1695865556,1.197109835,7.058990203,0.2178829081,1.209028947,5.548984806,,1
death,APR 2022,202215,all_ages,vax with updated booster,,,182,24814115,,,,,1.197109835,,,1.209028947,,,1
death,APR 2022,202216,12-17,vaccinated,0,6491647,0,4450328,0,0,,,,,,,,,0
death,APR 2022,202216,12-17,vax with updated booster,,,0,4450328,,0,,,,,,,,,0
death,APR 2022,202216,18-29,vaccinated,0,14643535,1,8465630.45,0,0.0118124693,,,,,,,,,1
death,APR 2022,202216,18-29,vax with updated booster,,,1,8465630.45,,0.0118124693,,,,,,,,,1
death,APR 2022,202216,30-49,vaccinated,7,27048342,7,9593032.1,0.02587959,0.0729696297,2.819582142,,,,,,,,1
death,APR 2022,202216,30-49,vax with updated booster,,,7,9593032.1,,0.0729696297,,,,,,,,,1
death,APR 2022,202216,5-11,vaccinated,0,3487521,1,9406558,0,0.0106308811,,,,,,,,,0
death,APR 2022,202216,5-11,vax with updated booster,,,,,,,,,,,,,,,0
death,APR 2022,202216,50-64,vaccinated,24,22149817,27,4591049.3,0.1083530397,0.5881008509,5.427635927,,,,,,,,1
death,APR 2022,202216,50-64,vax with updated booster,,,27,4591049.3,,0.5881008509,,,,,,,,,1
death,APR 2022,202216,65-79,vaccinated,76,16293821.7,49,1413884.05,0.4664344645,3.465630721,7.430048559,,,,,,,,1
death,APR 2022,202216,65-79,vax with updated booster,,,49,1413884.05,,3.465630721,,,,,,,,,1
death,APR 2022,202216,80+,vaccinated,162,4601295,65,674277.1,3.520747963,9.639953663,2.738041394,,,,,,,,1
death,APR 2022,202216,80+,vax with updated booster,,,65,674277.1,,9.639953663,,,,,,,,,1
death,APR 2022,202216,all_ages,vaccinated,269,84736810.7,149,24737873,,,,0.2492064754,1.018934663,4.088716641,0.2178829081,1.209028947,5.548984806,,1
death,APR 2022,202216,all_ages,vax with updated booster,,,149,24737873,,,,,1.018934663,,,1.209028947,,,1
death,APR 2022,202217,12-17,vaccinated,0,6501861,0,4439101,0,0,,,,,,,,,0
death,APR 2022,202217,12-17,vax with updated booster,,,0,4439101,,0,,,,,,,,,0
death,APR 2022,202217,18-29,vaccinated,1,14662349,1,8442138.45,0.0068201896,0.01184534,1.736805086,,,,,,,,1
death,APR 2022,202217,18-29,vax with updated booster,,,1,8442138.45,,0.01184534,,,,,,,,,1
death,APR 2022,202217,30-49,vaccinated,13,27068861,19,9568966.1,0.0480256631,0.1985585465,4.134425919,,,,,,,,1
death,APR 2022,202217,30-49,vax with updated booster,,,19,9568966.1,,0.1985585465,,,,,,,,,1
death,APR 2022,202217,5-11,vaccinated,0,3509533,1,9389923,0,0.0106497146,,,,,,,,,0
death,APR 2022,202217,5-11,vax with updated booster,,,,,,,,,,,,,,,0
death,APR 2022,202217,50-64,vaccinated,27,22175299,21,4579352.3,0.1217570956,0.4585801359,3.766352455,,,,,,,,1
death,APR 2022,202217,50-64,vax with updated booster,,,21,4579352.3,,0.4585801359,,,,,,,,,1
death,APR 2022,202217,65-79,vaccinated,83,16338231.7,73,1407104.05,0.5080109128,5.187960336,10.21230097,,,,,,,,1
death,APR 2022,202217,65-79,vax with updated booster,,,73,1407104.05,,5.187960336,,,,,,,,,1
death,APR 2022,202217,80+,vaccinated,184,4615938,100,670363.1,3.986188723,14.91728885,3.742243504,,,,,,,,1
death,APR 2022,202217,80+,vax with updated booster,,,100,670363.1,,14.91728885,,,,,,,,,1
death,APR 2022,202217,all_ages,vaccinated,308,84860678.7,214,24667924,,,,0.2886330914,1.497499209,5.188245055,0.2178829081,1.209028947,5.548984806,,1
death,APR 2022,202217,all_ages,vax with updated booster,,,214,24667924,,,,,1.497499209,,,1.209028947,,,1
death,MAY 2022,202218,12-17,vaccinated,0,6511417,3,4428855,0,0.0677375981,,,,,,,,,0
death,MAY 2022,202218,12-17,vax with updated booster,,,3,4428855,,0.0677375981,,,,,,,,,0
death,MAY 2022,202218,18-29,vaccinated,1,14679550,2,8419578.45,0.0068121979,0.0237541584,3.487003557,,,,,,,,1
death,MAY 2022,202218,18-29,vax with updated booster,,,2,8419578.45,,0.0237541584,,,,,,,,,1
death,MAY 2022,202218,30-49,vaccinated,5,27086963,12,9545300.1,0.0184590646,0.1257163198,6.810546606,,,,,,,,1
death,MAY 2022,202218,30-49,vax with updated booster,,,12,9545300.1,,0.1257163198,,,,,,,,,1
death,MAY 2022,202218,5-11,vaccinated,0,3528531,0,9373470,0,0,,,,,,,,,0
death,MAY 2022,202218,5-11,vax with updated booster,,,,,,,,,,,,,,,0
death,MAY 2022,202218,50-64,vaccinated,29,22198183,37,4568300.3,0.1306413232,0.8099292422,6.199640529,,,,,,,,1
death,MAY 2022,202218,50-64,vax with updated booster,,,37,4568300.3,,0.8099292422,,,,,,,,,1
death,MAY 2022,202218,65-79,vaccinated,127,16373344.7,66,1401198.05,0.7756509273,4.710254914,6.072647821,,,,,,,,1
death,MAY 2022,202218,65-79,vax with updated booster,,,66,1401198.05,,4.710254914,,,,,,,,,1
death,MAY 2022,202218,80+,vaccinated,224,4629175,104,666652.1,4.838875178,15.60034087,3.223960176,,,,,,,,1
death,MAY 2022,202218,80+,vax with updated booster,,,104,666652.1,,15.60034087,,,,,,,,,1
death,MAY 2022,202218,all_ages,vaccinated,386,84967215.7,221,24601029,,,,0.3501040154,1.511863987,4.318328042,0.4367488826,1.964863762,4.498840959,,1
death,MAY 2022,202218,all_ages,vax with updated booster,,,221,24601029,,,,,1.511863987,,,1.964863762,,,1
death,MAY 2022,202219,12-17,vaccinated,0,6523464,2,4418663,0,0.0452625602,,,,,,,,,0
death,MAY 2022,202219,12-17,vax with updated booster,,,2,4418663,,0.0452625602,,,,,,,,,0
death,MAY 2022,202219,18-29,vaccinated,2,14696769,4,8397042.45,0.0136084332,0.0476358197,3.50046319,,,,,,,,1
death,MAY 2022,202219,18-29,vax with updated booster,,,4,8397042.45,,0.0476358197,,,,,,,,,1
death,MAY 2022,202219,30-49,vaccinated,9,27104686,17,9522656.1,0.0332045905,0.1785216207,5.376413858,,,,,,,,1
death,MAY 2022,202219,30-49,vax with updated booster,,,17,9522656.1,,0.1785216207,,,,,,,,,1
death,MAY 2022,202219,5-11,vaccinated,0,3545919,1,9358030,0,0.0106860098,,,,,,,,,0
death,MAY 2022,202219,5-11,vax with updated booster,,,,,,,,,,,,,,,0
death,MAY 2022,202219,50-64,vaccinated,50,22219477,37,4557494.3,0.2250277988,0.8118496166,3.607774777,,,,,,,,1
death,MAY 2022,202219,50-64,vax with updated booster,,,37,4557494.3,,0.8118496166,,,,,,,,,1
death,MAY 2022,202219,65-79,vaccinated,156,16402899.7,88,1395622.05,0.9510513559,6.305432047,6.629959579,,,,,,,,1
death,MAY 2022,202219,65-79,vax with updated booster,,,88,1395622.05,,6.305432047,,,,,,,,,1
death,MAY 2022,202219,80+,vaccinated,278,4640879,139,663288.1,5.99024452,20.95620289,3.498388558,,,,,,,,1
death,MAY 2022,202219,80+,vax with updated booster,,,139,663288.1,,20.95620289,,,,,,,,,1
death,MAY 2022,202219,all_ages,vaccinated,495,85064710.7,285,24536103,,,,0.4504312192,1.979738427,4.395206953,0.4367488826,1.964863762,4.498840959,,1
death,MAY 2022,202219,all_ages,vax with updated booster,,,285,24536103,,,,,1.979738427,,,1.964863762,,,1
death,MAY 2022,202220,12-17,vaccinated,0,6532983,0,4406463,0,0,,,,,,,,,0
death,MAY 2022,202220,12-17,vax with updated booster,,,0,4406463,,0,,,,,,,,,0
death,MAY 2022,202220,18-29,vaccinated,0,14713818,2,8373478.45,0,0.0238849364,,,,,,,,,1
death,MAY 2022,202220,18-29,vax with updated booster,,,2,8373478.45,,0.0238849364,,,,,,,,,1
